GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,9701 [8875-10 541],9701.00000,8875.00000,10541.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,12 230 [11 225-13 264],12230.00000,11225.00000,13264.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2013,2013,,AFR,2013,2013,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,21 210 [19 428-23 099],21210.00000,19428.00000,23099.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,10 085 [8612-11 721],10085.00000,8612.00000,11721.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,17 196 [14 242-20 658],17196.00000,14242.00000,20658.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,7572 [6223-9131],7572.00000,6223.00000,9131.00000,,,
CM_02,Number of infant deaths (between birth and 11 months),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2711,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,9624 [7927-11 587],9624.00000,7927.00000,11587.00000,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1955,1955,,AFR,1955,1955,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,111.09 [88.79-141.19],111.08887,88.78979,141.18904,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1956,1956,,AFR,1956,1956,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,100.18 [83.24-121.26],100.17903,83.23832,121.26417,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1956,1956,,AFR,1956,1956,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,90.33 [74.82-109.89],90.32713,74.82485,109.89492,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1956,1956,,AFR,1956,1956,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,109.4 [90.73-133.03],109.39786,90.72890,133.02519,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1961,1961,,AFR,1961,1961,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,81.38 [70.34-94.6],81.37508,70.34118,94.59598,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1961,1961,,AFR,1961,1961,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,99.46 [86.05-115.17],99.45768,86.04914,115.16626,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1962,1962,,AFR,1962,1962,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,88.33 [77.11-101.82],88.33430,77.10837,101.81972,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1962,1962,,AFR,1962,1962,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,79.26 [68.63-92.02],79.26092,68.62692,92.01767,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1967,1967,,AFR,1967,1967,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,77.26 [69.37-86.34],77.26311,69.37405,86.34394,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1967,1967,,AFR,1967,1967,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,68.65 [61.02-77.23],68.65093,61.02095,77.22929,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1967,1967,,AFR,1967,1967,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,85.45 [76.42-95.78],85.45065,76.41866,95.78437,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1968,1968,,AFR,1968,1968,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,75.62 [68.34-84.07],75.62479,68.34048,84.07297,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1972,1972,,AFR,1972,1972,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,63.89 [58.21-70.16],63.88761,58.20707,70.16373,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1972,1972,,AFR,1972,1972,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,80.68 [73.73-88.12],80.67542,73.73431,88.12360,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1973,1973,,AFR,1973,1973,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,72.35 [66.71-78.39],72.34961,66.70557,78.38725,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1973,1973,,AFR,1973,1973,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,63.66 [58.23-69.66],63.66403,58.23458,69.65690,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1973,1973,,AFR,1973,1973,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,80.52 [73.84-87.63],80.51844,73.84192,87.63266,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1978,1978,,AFR,1978,1978,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,72.24 [67.04-77.87],72.23843,67.04163,77.86725,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1978,1978,,AFR,1978,1978,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,63.66 [58.5-69.18],63.66172,58.50276,69.18078,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1978,1978,,AFR,1978,1978,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,80.41 [74.27-86.94],80.41105,74.26618,86.94290,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1979,1979,,AFR,1979,1979,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,71.36 [66.27-76.85],71.35924,66.26995,76.85394,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1983,1983,,AFR,1983,1983,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,68.15 [63.0-73.77],68.15429,62.99546,73.76602,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,57.73 [53.77-62.05],57.72742,53.77161,62.05007,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,50.67 [46.92-54.86],50.66822,46.91871,54.85662,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1984,1984,,AFR,1984,1984,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,64.45 [59.72-69.57],64.45137,59.71742,69.56638,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,50.0 [46.64-53.76],49.99972,46.64311,53.75723,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,43.85 [40.58-47.37],43.85422,40.57519,47.37152,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1989,1989,,AFR,1989,1989,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,55.86 [51.87-60.2],55.85842,51.87200,60.19685,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,50.36 [46.94-53.97],50.36255,46.94455,53.97281,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1990,1990,,AFR,1990,1990,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,44.2 [40.92-47.71],44.19683,40.92461,47.71159,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1994,1994,,AFR,1994,1994,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,61.08 [56.94-65.74],61.07953,56.94328,65.73905,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,56.27 [52.49-60.46],56.27429,52.48756,60.45523,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,49.81 [46.06-53.83],49.81344,46.06251,53.82684,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,1995,1995,,AFR,1995,1995,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,62.4 [58.09-67.32],62.39915,58.08585,67.32347,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,46.01 [42.12-49.98],46.00792,42.11788,49.97638,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,57.57 [52.81-62.42],57.56538,52.81435,62.41722,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,51.13 [46.86-55.32],51.12607,46.85842,55.31711,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2001,2001,,AFR,2001,2001,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,45.3 [41.34-49.34],45.29552,41.33964,49.34120,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,53.44 [49.98-57.26],53.43955,49.97686,57.25794,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,47.61 [44.11-51.34],47.60588,44.11302,51.34436,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2006,2006,,AFR,2006,2006,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,59.0 [54.95-63.57],59.00221,54.95283,63.56580,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2007,2007,,AFR,2007,2007,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,54.64 [51.04-58.57],54.63535,51.03793,58.56529,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,45.43 [41.81-49.29],45.42507,41.81492,49.29476,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2011,2011,,AFR,2011,2011,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,55.96 [51.68-60.56],55.96058,51.67610,60.55534,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,46.53 [42.9-50.35],46.52939,42.89749,50.34932,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2012,2012,,AFR,2012,2012,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,41.45 [37.97-45.16],41.44540,37.97142,45.15978,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,39.91 [34.15-46.39],39.90580,34.14534,46.39139,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZWE,Zimbabwe,,,,,FMLE,Female,,,,,,,,35.4 [30.19-41.39],35.40216,30.18543,41.38813,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2017,2017,,AFR,2017,2017,Africa,,,,,ZWE,Zimbabwe,,,,,MLE,Male,,,,,,,,44.19 [37.77-51.49],44.18795,37.77012,51.49158,,,
MDG_0000000001,Infant mortality rate (between birth and 11 months per 1000 live births),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1,,,,PUBLISHED,Published,,2018,2018,,AFR,2018,2018,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,38.78 [32.09-46.63],38.78182,32.08519,46.62830,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,,,,PUBLISHED,Published,,1997,1997,,AFR,1997,1997,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,8.39 [6.98-10.16],8.39424,6.97667,10.16188,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,,,,PUBLISHED,Published,,1998,1998,,AFR,1998,1998,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,8.43 [7.03-10.26],8.43045,7.02514,10.26051,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5669,,,,PUBLISHED,Published,,1999,1999,,AFR,1999,1999,Africa,,,,,ZWE,Zimbabwe,,,,,BTSX,Both sexes,,,,,,,,8.49 [7.11-10.37],8.48692,7.10965,10.36588,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.050753635,0.05075,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,0.091256858,0.09126,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2019,2019,,AFR,2019,2019,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,1,1.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,94236.6545,94236.65450,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,72326.61628,72326.61628,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,50898.41997,50898.41997,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,13861.46397,13861.46397,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2000,2000,,AFR,2000,2000,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,4307.612675,4307.61268,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGELT1,<1 year,,MLE,Male,,,,,,,,1.00E+05,100000.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,87094.36089,87094.36089,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,80990.82448,80990.82448,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,18979.23575,18979.23575,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,AFR,2005,2005,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,8177.974386,8177.97439,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,90547.86339,90547.86339,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,89035.35327,89035.35327,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,85732.39483,85732.39483,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,53336.59053,53336.59053,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2010,2010,,AFR,2010,2010,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,36214.60687,36214.60687,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,95485.27737,95485.27737,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2015,2015,,AFR,2015,2015,Africa,,WB_LMI,Lower-middle-income,,ZWE,Zimbabwe,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,92915.98083,92915.98083,,,,,
