Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Zimbabwe,ZWE,2021,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.24107194932382
Zimbabwe,ZWE,2020,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.22672562324369
Zimbabwe,ZWE,2019,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.20124456416762
Zimbabwe,ZWE,2018,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.17096117527524
Zimbabwe,ZWE,2017,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.14127001043629
Zimbabwe,ZWE,2016,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.12118270852127
Zimbabwe,ZWE,2015,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.11600714559368
Zimbabwe,ZWE,2014,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.1186802763374
Zimbabwe,ZWE,2013,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.13249038694604
Zimbabwe,ZWE,2012,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.149400053763
Zimbabwe,ZWE,2011,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.15458946637913
Zimbabwe,ZWE,2010,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.13796553433571
Zimbabwe,ZWE,2009,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.10433729305779
Zimbabwe,ZWE,2008,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.03480140939749
Zimbabwe,ZWE,2007,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.94751613554576
Zimbabwe,ZWE,2006,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.87531919572601
Zimbabwe,ZWE,2005,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.84196404551017
Zimbabwe,ZWE,2004,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.84580593448881
Zimbabwe,ZWE,2003,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.89528976258576
Zimbabwe,ZWE,2002,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.9757954777172
Zimbabwe,ZWE,2001,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.05339202115484
Zimbabwe,ZWE,2000,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.10229498750573
Zimbabwe,ZWE,1999,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.11069757350353
Zimbabwe,ZWE,1998,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.08762960021048
Zimbabwe,ZWE,1997,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.0442144610342
Zimbabwe,ZWE,1996,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.99930220687769
Zimbabwe,ZWE,1995,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.96494372207336
Zimbabwe,ZWE,1994,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.93904053487668
Zimbabwe,ZWE,1993,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.91890688454585
Zimbabwe,ZWE,1992,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.90744845922067
Zimbabwe,ZWE,1991,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.9053236568347
Zimbabwe,ZWE,1990,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.91165982952098
Zimbabwe,ZWE,1989,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.92626093641825
Zimbabwe,ZWE,1988,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.9503005347334
Zimbabwe,ZWE,1987,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.97937245927044
Zimbabwe,ZWE,1986,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.00458423245713
Zimbabwe,ZWE,1985,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.01965464632268
Zimbabwe,ZWE,1984,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.01950529338726
Zimbabwe,ZWE,1983,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.00451414599531
Zimbabwe,ZWE,1982,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.98357826813332
Zimbabwe,ZWE,1981,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.97584730143937
Zimbabwe,ZWE,1980,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,1.99616983972843
Zimbabwe,ZWE,1979,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.03014463069245
Zimbabwe,ZWE,1978,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.09442252757851
Zimbabwe,ZWE,1977,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.17714214219259
Zimbabwe,ZWE,1976,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.25264679490517
Zimbabwe,ZWE,1975,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.30167774612219
Zimbabwe,ZWE,1974,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.31722003028142
Zimbabwe,ZWE,1973,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.29855512900549
Zimbabwe,ZWE,1972,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.25615729976327
Zimbabwe,ZWE,1971,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.21402563148966
Zimbabwe,ZWE,1970,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.1909474951099
Zimbabwe,ZWE,1969,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.17867319629078
Zimbabwe,ZWE,1968,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.18612608244383
Zimbabwe,ZWE,1967,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.21116918036698
Zimbabwe,ZWE,1966,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.24622904040012
Zimbabwe,ZWE,1965,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.28616720533176
Zimbabwe,ZWE,1964,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.31834430474124
Zimbabwe,ZWE,1963,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.3583795716246
Zimbabwe,ZWE,1962,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.40379345182192
Zimbabwe,ZWE,1961,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.44847197145944
Zimbabwe,ZWE,1960,"Population ages 55-59, female (% of female population)",SP.POP.5559.FE.5Y,2.48789192483408
Zimbabwe,ZWE,2021,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.94943090651778
Zimbabwe,ZWE,2020,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.91246205236597
Zimbabwe,ZWE,2019,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.86128354101533
Zimbabwe,ZWE,2018,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.80999921646943
Zimbabwe,ZWE,2017,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.76402607976858
Zimbabwe,ZWE,2016,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.72959899649486
Zimbabwe,ZWE,2015,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.70922201968159
Zimbabwe,ZWE,2014,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.69057952000916
Zimbabwe,ZWE,2013,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.68075737165237
Zimbabwe,ZWE,2012,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.6757542985511
Zimbabwe,ZWE,2011,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.66672232072538
Zimbabwe,ZWE,2010,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.6475054488129
Zimbabwe,ZWE,2009,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.63197782111406
Zimbabwe,ZWE,2008,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.59438633965945
Zimbabwe,ZWE,2007,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.54721809598047
Zimbabwe,ZWE,2006,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.51343691186068
Zimbabwe,ZWE,2005,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.51038628307277
Zimbabwe,ZWE,2004,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.53373399478998
Zimbabwe,ZWE,2003,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.59508786717783
Zimbabwe,ZWE,2002,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.68409930378653
Zimbabwe,ZWE,2001,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.77255098443415
Zimbabwe,ZWE,2000,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.83702156561156
Zimbabwe,ZWE,1999,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.86568700853037
Zimbabwe,ZWE,1998,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.86549829930296
Zimbabwe,ZWE,1997,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.84711844334499
Zimbabwe,ZWE,1996,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.82684942240546
Zimbabwe,ZWE,1995,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.81378199906721
Zimbabwe,ZWE,1994,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.79221876202116
Zimbabwe,ZWE,1993,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.77076127791357
Zimbabwe,ZWE,1992,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.75518847132
Zimbabwe,ZWE,1991,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.74930325606674
Zimbabwe,ZWE,1990,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.75357348366183
Zimbabwe,ZWE,1989,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.76450852630492
Zimbabwe,ZWE,1988,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.78587120808203
Zimbabwe,ZWE,1987,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.81385401189999
Zimbabwe,ZWE,1986,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.84044928024086
Zimbabwe,ZWE,1985,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.8596534183521
Zimbabwe,ZWE,1984,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.85969169819469
Zimbabwe,ZWE,1983,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.84819325817521
Zimbabwe,ZWE,1982,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.83280370114086
Zimbabwe,ZWE,1981,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.83014111700966
Zimbabwe,ZWE,1980,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.85358455555335
Zimbabwe,ZWE,1979,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.89151042935511
Zimbabwe,ZWE,1978,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,1.9571123147051
Zimbabwe,ZWE,1977,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.03954355182977
Zimbabwe,ZWE,1976,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.11525297655821
Zimbabwe,ZWE,1975,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.16611507635871
Zimbabwe,ZWE,1974,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.18476568259414
Zimbabwe,ZWE,1973,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.17117110349768
Zimbabwe,ZWE,1972,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.13432438292555
Zimbabwe,ZWE,1971,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.09622595047476
Zimbabwe,ZWE,1970,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.07423079564543
Zimbabwe,ZWE,1969,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.06033498847473
Zimbabwe,ZWE,1968,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.06317420411027
Zimbabwe,ZWE,1967,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.08101083905283
Zimbabwe,ZWE,1966,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.10774581401161
Zimbabwe,ZWE,1965,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.13864425878874
Zimbabwe,ZWE,1964,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.16177771014409
Zimbabwe,ZWE,1963,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.19269428263857
Zimbabwe,ZWE,1962,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.22885898209316
Zimbabwe,ZWE,1961,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.26395558986258
Zimbabwe,ZWE,1960,"Population ages 55-59, male (% of male population)",SP.POP.5559.MA.5Y,2.29354875025755
Zimbabwe,ZWE,2021,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.82307713764781
Zimbabwe,ZWE,2020,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.81416170060753
Zimbabwe,ZWE,2019,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.80091149707914
Zimbabwe,ZWE,2018,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.79492738660155
Zimbabwe,ZWE,2017,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.79173126511067
Zimbabwe,ZWE,2016,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.78343727382815
Zimbabwe,ZWE,2015,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.76460667768537
Zimbabwe,ZWE,2014,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.72423929690695
Zimbabwe,ZWE,2013,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.66195387419537
Zimbabwe,ZWE,2012,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.58977606894698
Zimbabwe,ZWE,2011,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.53256568857687
Zimbabwe,ZWE,2010,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.50970775657933
Zimbabwe,ZWE,2009,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.51930855636937
Zimbabwe,ZWE,2008,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.56848117381035
Zimbabwe,ZWE,2007,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.64412324713873
Zimbabwe,ZWE,2006,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.71737933889583
Zimbabwe,ZWE,2005,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.76710321974648
Zimbabwe,ZWE,2004,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.787340116009
Zimbabwe,ZWE,2003,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.77875931703026
Zimbabwe,ZWE,2002,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.7485358595595
Zimbabwe,ZWE,2001,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.71457685654201
Zimbabwe,ZWE,2000,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.69009353440866
Zimbabwe,ZWE,1999,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.66215980264936
Zimbabwe,ZWE,1998,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.64147139704293
Zimbabwe,ZWE,1997,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.62657233436076
Zimbabwe,ZWE,1996,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.61389042936864
Zimbabwe,ZWE,1995,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.60183236908059
Zimbabwe,ZWE,1994,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.59522742090742
Zimbabwe,ZWE,1993,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.5942161159781
Zimbabwe,ZWE,1992,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.59645895461532
Zimbabwe,ZWE,1991,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.59887885776653
Zimbabwe,ZWE,1990,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.5993617052939
Zimbabwe,ZWE,1989,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.5922993494535
Zimbabwe,ZWE,1988,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.57796914564002
Zimbabwe,ZWE,1987,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.56118899504875
Zimbabwe,ZWE,1986,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.55215755073483
Zimbabwe,ZWE,1985,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.5592189639928
Zimbabwe,ZWE,1984,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.57717112104408
Zimbabwe,ZWE,1983,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.61817960940392
Zimbabwe,ZWE,1982,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.67501165215718
Zimbabwe,ZWE,1981,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.73103578506632
Zimbabwe,ZWE,1980,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.77353540107606
Zimbabwe,ZWE,1979,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.77986499950572
Zimbabwe,ZWE,1978,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.76148836696641
Zimbabwe,ZWE,1977,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.72639734445109
Zimbabwe,ZWE,1976,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.69302997914414
Zimbabwe,ZWE,1975,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.67572016460905
Zimbabwe,ZWE,1974,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.66410282191044
Zimbabwe,ZWE,1973,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.67010118403531
Zimbabwe,ZWE,1972,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.69151201917419
Zimbabwe,ZWE,1971,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.72018023119141
Zimbabwe,ZWE,1970,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.75033885001633
Zimbabwe,ZWE,1969,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.77271651315576
Zimbabwe,ZWE,1968,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.7982272669148
Zimbabwe,ZWE,1967,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.82728361438918
Zimbabwe,ZWE,1966,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.86141259810188
Zimbabwe,ZWE,1965,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.90119190244973
Zimbabwe,ZWE,1964,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.92696308845594
Zimbabwe,ZWE,1963,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.95544418590776
Zimbabwe,ZWE,1962,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,1.98600219042907
Zimbabwe,ZWE,1961,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.01576677230625
Zimbabwe,ZWE,1960,"Population ages 60-64, female (% of female population)",SP.POP.6064.FE.5Y,2.04307100182671
Zimbabwe,ZWE,2021,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.42503411757375
Zimbabwe,ZWE,2020,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40249379230994
Zimbabwe,ZWE,2019,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.37488395617406
Zimbabwe,ZWE,2018,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.35470835727656
Zimbabwe,ZWE,2017,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.33907742213652
Zimbabwe,ZWE,2016,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.3236930355461
Zimbabwe,ZWE,2015,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.30544828885982
Zimbabwe,ZWE,2014,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.27236968288282
Zimbabwe,ZWE,2013,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.22813491607868
Zimbabwe,ZWE,2012,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.17949861013474
Zimbabwe,ZWE,2011,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.14213530777645
Zimbabwe,ZWE,2010,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.12909123852046
Zimbabwe,ZWE,2009,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.15366519590182
Zimbabwe,ZWE,2008,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.20991945899158
Zimbabwe,ZWE,2007,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.28859024133469
Zimbabwe,ZWE,2006,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.3671435778845
Zimbabwe,ZWE,2005,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.42742880578233
Zimbabwe,ZWE,2004,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.46331617721263
Zimbabwe,ZWE,2003,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.47318001271285
Zimbabwe,ZWE,2002,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.46186206152156
Zimbabwe,ZWE,2001,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.44459266220568
Zimbabwe,ZWE,2000,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.43329303615584
Zimbabwe,ZWE,1999,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.42180813439053
Zimbabwe,ZWE,1998,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.41433215524226
Zimbabwe,ZWE,1997,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40894751751021
Zimbabwe,ZWE,1996,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40372008377631
Zimbabwe,ZWE,1995,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.3988659386461
Zimbabwe,ZWE,1994,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.39177795253138
Zimbabwe,ZWE,1993,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.39189937253269
Zimbabwe,ZWE,1992,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.39685704393938
Zimbabwe,ZWE,1991,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40348775917095
Zimbabwe,ZWE,1990,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40968606282134
Zimbabwe,ZWE,1989,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40809351101925
Zimbabwe,ZWE,1988,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.40204856289258
Zimbabwe,ZWE,1987,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.39510531739389
Zimbabwe,ZWE,1986,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.39548702660954
Zimbabwe,ZWE,1985,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.41019568903463
Zimbabwe,ZWE,1984,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.42845407861508
Zimbabwe,ZWE,1983,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.46787270367096
Zimbabwe,ZWE,1982,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.52220184116897
Zimbabwe,ZWE,1981,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.57669824938579
Zimbabwe,ZWE,1980,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.61952017617025
Zimbabwe,ZWE,1979,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.62985279791303
Zimbabwe,ZWE,1978,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.616813091682
Zimbabwe,ZWE,1977,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.58735291378976
Zimbabwe,ZWE,1976,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.55787422589717
Zimbabwe,ZWE,1975,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.54140117229555
Zimbabwe,ZWE,1974,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.52890058155087
Zimbabwe,ZWE,1973,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.53113521095405
Zimbabwe,ZWE,1972,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.54659905608822
Zimbabwe,ZWE,1971,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.56825770478924
Zimbabwe,ZWE,1970,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.59090383053125
Zimbabwe,ZWE,1969,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.60674484189912
Zimbabwe,ZWE,1968,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.62596674494824
